"id","name","phone","latitude","longitude"
fed03c85-12d0-42e1-a212-e16d0b55c988,Coco Di Mama,"",51.5216839,-0.1169645
"73ed99b2-d743-4229-adc7-8d1be4693b22",Coffee,"",51.9440853,1.260681
"9436f33c-9a89-43c7-8256-b8506c6f7766",Connoisseur Tandoori Restaurant,"",51.8674835,-2.238302
"430042fc-d967-4e8e-9eeb-3145291f0ab6",Coopland & Son (Scarborough) Ltd,"",53.1066104,-0.1736027
d1b41164-dd7a-45d0-8d63-778943aaa769,Cooplands,"",54.6368252,-1.5686558
"3a934abe-bc89-42d0-9148-7a3d9185f42c",Costa,"",51.6691831,-1.280347
e1ac698b-edbb-4be6-8340-0704bd0d1c4a,Costa,"",51.6477506,-0.0478612
"7e2cb789-90f1-499c-a4cd-fc4439b44460",Costa,"",52.4747383,-1.9690877
"4416a1e6-7c44-4592-86f5-24b18b0be0a0",Costa,"",52.2427814,-0.8390289
"42dbe88d-f284-4e25-805c-be501e2555ac",Costa Coffee,"",51.6393034,-0.4711899
db19ebb6-78be-41b7-85b1-0e4e65aa2dec,Costa Coffee,"",51.1439839,0.8756832
ac38eadb-9402-4cbb-acbb-6214c2dfb9dd,Costa Coffee,"",53.3929999,-1.3766786
"866576cb-3f19-4622-9b14-c6269de572c8",Costa Coffee,"",50.8310227,-4.5427381
"8de7bca4-155d-4d94-a9cc-819178eabf33",Costa Coffee,"",53.7241422,-1.6670143
"55b9a23b-89ee-4792-82d0-42234f9f82f4",Costa Coffee,+44 1245 468817,51.7686827,0.5128367
"79374622-5f3c-42e8-aab8-674b009d4afe",Costa Coffee,+44 1206 574481,51.8958241,0.8481488
d9d8f594-9388-4ca4-9037-93a16370e8ce,"Costa Coffee At Moto Services Reading, Westbound","",51.4238335,-1.0363798
"85ea67d5-2147-4e5b-a214-a6955059d163",Cosy,"",51.0156617,-3.1000073
"73374ab2-7bfc-4731-8b10-5e2effb5792e",Crepe Affaire Luton,"",51.8801241,-0.3754095
bec10c06-88a4-412a-8296-4a81393557e1,Curry Leaf Cafe,"",50.83638,-0.1095915
a53d8372-7240-4402-9e02-13a5d256991f,David Lloyd Leisure,"",51.422686,0.115771
"65ebb463-cbfc-4eec-8bd2-6e387cf99b35",Domino's,"",51.6154668,-0.27882
"9e461bb5-fd0e-46a6-9b3c-977b04af7588",Domino's Pizza,"",53.473509,-2.1775351
a79efd11-6d0a-424b-96c4-ef9ca948c684,Domino's Pizza,"1206 868989",51.8793203,0.932175
"08138cbd-0ed2-4957-a77e-9382e865fe15",Domino's Pizza,+44 1323 500222,50.8245222,0.2554247
"59367f11-89cf-4059-a75f-d3ced61d4a1d",Dough Dough,"",53.1929209,-2.8925072
"2d2a4778-de1c-4d97-b9aa-70f922d1457f",Drawbridge,"",51.453281,-2.598114
d6a4c01e-5963-4b04-80f1-b9610d55f660,Drip,+44 161 302 4006,53.6013389,-2.2840893
"5918be7e-6849-452d-90e3-73e94eb8ad17",Eden,"",50.7965338,-1.0913414
e90e54d5-3549-4e3f-92dc-198c6117acc1,Egg Free Cake Box,"",53.716167,-1.8778946
a175a570-3773-434f-b2f9-cb409050b2c8,Ego @ The Pomeroy,"",51.6865326,-0.5781609
"3ff2953e-ec2c-4665-a349-3aec05718cbd",El Mexicana,"",51.5919355,-0.6263402
"21bff3db-8065-479b-b1c4-70767952ca29",Euphorium,"",51.5403969,-0.1007622
"92309bfc-317a-4c6e-95d7-ac3ce7b173d3",Ezo Japanese,"",51.508461,-0.2666966
"9b582f39-d1f6-4cdb-9a85-3963c9f16b11",Favorite Chicken,"",51.4192811,-0.1616592
"5d5cf673-d8e2-4dc7-b13a-c978dbc86543",Favorite Chicken And Ribs And Pizza Mania,"",51.8055608,0.6408891
de77e48d-78e6-472f-8abc-3c35f6fff714,Fireball Pizza Co,"20 8466 8137",51.3931823,0.0345069
"0db74915-0df3-4489-9ada-0a5ec73c0432",Franco Manca at The Oracle,"",51.4540425,-0.9693639
"963ba831-7f65-49d3-a566-d57eda15be99",Frankie & Benny's,"",51.4952524,-0.1404095
"56102711-e9b7-4c52-8701-9b83e5db2d4a",Frankie & Benny's,+44 1782 645180,52.965228,-2.194051
"33a84602-4b77-4c03-a1f8-ff061bf305db",Giggling Squid,+44 116 251 9999,52.6350552,-1.1344154
"0e2fe4c2-bca6-4fe8-a1f0-df6ac44a9f38",Greggs,"",51.126854,1.3200707
bb520b59-5482-448a-90b2-74ad3f142e32,Greggs,"",53.7621071,-0.3362956
"7e58df3f-d704-42aa-9ae6-101ab8a63c01",Greggs,+44 161 877 0756,53.4826313,-2.2957724
"604d1bd1-410f-40fc-88d8-be0e6832f92e",Greggs Bakers,"",51.4484987,-0.0188385
"9c0365d9-c426-4854-bbbb-d71aab559911",Greggs Drive Thru,"",55.0585504,-1.5936591
"96070dbd-1b1f-4141-91f4-129a91c373fd",Greggs Of Gosforth,"",55.0436578,-1.4407017
"6c0d7e23-e333-4205-a711-253c6004450c",Greggs Plc,"1727 866026",51.7529929,-0.3374864
"821e9eb4-237e-4e27-a0a2-7dc26565ae33",Greyfriars,"",51.890642,0.9073585
"82e12050-fe4b-41f1-8577-e73194f27481",Halo Burger,"",51.5261346,-0.0845551
eb64fc48-d90c-4138-86a3-0a75fcb617c1,Harriets Cafe Tearooms,"",52.2072341,0.1235569
"4b0e2269-6c54-47a2-aa31-7949e0a18422",Harry Ramsdens,"",53.6315292,-2.6912513
"72206028-2504-4194-a79f-e32c2e91a705",Haveli,"",55.0028277,-1.6017748
ce0253c9-5b03-4876-8c3f-1d8c2fbaa309,Hunters Lodge,"",50.7622763,-2.9683572
"30b7ae16-5483-491c-8a92-538e7ec91113",Icestone Gelato,"",54.9778402,-1.6451682
"8086aabf-a438-47ac-a04e-14e98993790c",John Lewis,"",51.5189229,-0.1435916
"9c1d56c3-2222-4f29-9da2-d1320f8e84b6",Juici Sushi,"",53.7951122,-1.5468303
"6485f399-0264-4e64-8bb9-202eda9d0f98",Kaspa's Desserts,"",51.4812792,-0.0087043
"099b146c-dffc-4f99-a332-7c771cc46527",KFC,"",51.6174078,-0.0184629
f1c7f782-19ec-40a0-bfea-ef115c9d2c14,KFC,"",53.5464062,-2.6493342
"6b5b8e73-4290-4778-b96b-060e67222a3c",KFC,"",53.6554497,-3.0093157
"1d24272b-292c-42e9-bb65-f342cc343c19",KFC,"",52.0875199,1.1213314
"579c4421-fff1-4c70-8a8b-e3db0c727000",Kings Arms Public House,"",53.7952436,-1.6620474
"407c668e-19ce-429a-a041-9d9fe7c667bb",Lantana,+44 20 7403 2633,51.5167375,-0.0858569
"6b0fb5b6-f777-4fcf-be51-b3abbdaea2ad",Le Pain Quotidien,+44 20 3657 6932,51.515026,-0.1666738
"8c34773f-b72c-4a95-bddb-222506d4d632",Lola Jeans,+44 191 257 7601,55.0348229,-1.4198578
"227322d2-debd-41fd-b14b-475fda34d9a7",Lotus Restaurant,"",53.4981113,-1.1816718
d99849d6-ce90-41aa-9363-28d1e307d436,Low Fuel Prices Always @ Shawbirch Service Station,"",52.7195579,-2.5146934
"7a2feac8-8cd7-4845-8fa7-56fdc2c8d3c6",Ludo Lounge,"",,
"1c8fb532-1996-40e6-9748-3293a7f07a80",Lungi Babas,"",51.2435301,-2.29341
"5cd8c54e-e771-40a8-8440-4e6211121ea7",Mandarin Chinese Restaurant & Bar,"",52.866445,-1.616988
"1eb6acaa-0743-4876-a9b6-eeb2c4f94fb9",Marine Hotel,"",54.6607592,-1.1875876
b713905d-1353-4a99-8209-71279cfa7779,McDonald's,+44 1482 300452,53.7287063,-0.3714307
"19ab0e41-cc7c-43d8-8f56-f5fcf97294d4",McDonalds,"",51.5128602,-0.1873756
ad233169-b720-4e53-82a8-bbec10753d7f,McDonalds,"",53.7943266,-1.7545459
"078479a1-25aa-4f71-8159-984d83c13697",Millies Cookies,"",51.4953295,-0.1435928
d4f6674b-5dcf-4915-ac83-25f215cb9dee,Millies Cookies,+44 1223 366105,52.2069491,0.1334855
fd7691e9-0a61-4f85-affd-d406135a3933,Mister M,"24 7650 2026",52.3905181,-1.5049304
ea4a7c51-8979-4064-8f6f-149bb90b98f6,Moose Coffee Shop,+44 161 228 7994,53.4809378,-2.2400811
ab05748d-da88-4264-8d67-f024d8853b7a,Mr Pretzel,"",,
"2ebae452-151a-401f-9dc1-bfcb9e614da7",Mr Pretzels,"",53.4138649,-1.411903
fbfb3bae-df56-4332-9115-41d2909ea055,Nando's,"",,
"1283656f-5dc4-4e4f-a943-ac54f2c1058d",O'Neils,"",51.4091163,-0.305408
dd54a111-6096-4353-89f0-77ef75f060f2,Oriental Express,"",53.452956,-2.2077407
a6988687-6600-4234-857d-145679e34e68,Papa John's,+44 20 8447 1722,51.6526583,-0.1980471
"42838621-74d1-4c46-a05d-39d3e993683f",Patisserie Mark Bennett,"",,
"7b0c9673-b973-4537-ab0f-e9377ab828c8",Phoenix,"",53.3352387,-1.39886
"3f3b51f9-becd-4321-b02c-38979a9f1f80",Piccolinos,"",52.2828812,-1.5833746
"957cd49d-bcf8-46e8-9682-851902727cae",PiPs Coffee,"",50.7145942,-2.4584027
"4e5f2643-9617-4235-bebe-885613909904",Piri-fino,"",52.5713264,-2.1205296
"7b8aa86d-aab5-44f0-a3a9-9f452ec1949c",Pizza Hut,"",51.8187384,-0.8136197
"7a55bc59-436c-4762-b9f2-5faea6c6b13d",Pizza Hut,"",51.5449188,-0.4734811
f18058dd-a87f-4e5e-be01-a7a07a88bb97,Pizza Hut,+44 20 7723 8883,51.5400861,-0.1586017
be4ebe8b-ff51-4969-89a1-e9b29614c5ac,Pizza on Demand,"",51.566464,-0.0023321
"12095d68-8ca2-4105-83b8-f6c663c85afe",Pizza Top & Kebab,"",51.5325625,0.7248098
"66b08890-af33-42e1-bdc8-22f68b16e321",PizzaExpress/Mac & Wings,"",51.5075962,-0.2209918
b3d70e5e-d115-43e6-94a4-33bfe51e7243,Poundbakery,"",53.194006,-2.8897117
ad14af1a-5003-4c86-8427-0cfc24cc8904,Prezzo,"1536 485415",52.397146,-0.7273113
cea6c9cc-60f1-4e37-8a7d-897d795e4629,Prezzo,"",52.6049463,-1.8178512
bb6b769a-c39a-423e-9652-42c00658ea62,Railway Inn,"",53.4035523,-3.1590098
"29105dd0-342a-4b24-a9a1-8513305a9ace",Rasputin,"",52.6475722,0.6875998
b1dab72e-88ac-44a5-86a6-1170e95c0ada,Roberto`s Pizza House,"",53.0292572,-2.1766033
bd988e75-5730-4d69-96ba-c03b7871530b,Rominos Pizza Kebab & Fish,"",52.6694864,1.2551452
cf600fb7-ac84-45f9-b981-166cd7ac93d2,San Marco,"",51.5942943,-0.0701279
"035d9f06-f0f9-4ba6-b0ef-6964725d89fd",Scholars Arms,"",50.9086337,-1.404451
ac384729-b8a5-4d8c-9269-215966cdda6a,Shishlique,"",,
"51184b3b-e540-4f51-88cf-8fe754676729",Starbucks,"",51.493242,-0.223931
"68bcf141-af0f-49ae-a78a-2052fc8a656a",Starbucks Outlet,"",51.509805,0.070157
"8f95aeae-9663-4295-8273-2a93ee62e720",Subway,"",51.7474054,-0.4559497
"848d32ad-de73-4551-bb0e-de57e1022464",Subway,"",,
"1fdddd99-0f9b-4c31-9551-609955e4b90c",Subway,+44 20 8661 9231,51.3659037,-0.1937567
b93ac8ad-1635-467f-80c7-b05559a76e9e,Subway,+44 1223 981375,52.2060679,0.1334407
"49c60faa-c0e3-4822-a209-39016f558481",Subway,+44 121 454 3615,52.4740565,-1.9222504
"08bed520-5f5e-4e8d-82cb-3d57210a326d",Subway,"",53.5908904,-1.49533
"67bad459-95f1-43f4-bb49-5f31202fe0f8",Subway,"",53.5812027,-2.4244091
f69c682d-9daf-4138-b020-9ceee6522582,Subway,"",51.8205907,-0.8102558
"5f96abcd-d08e-4d08-994c-1003d50a8237",Subway,"",51.5915999,-0.1042964
"15501ec5-bd41-4aad-83be-b3f391ea598e",Subway,"",51.6151373,-0.6424796
"179d18da-e902-47eb-96b3-41f03fb86eba",Subway,"",53.2616581,-0.9167454
a7233ab9-a75b-4d57-b4cb-1714274d3404,Subway,+44 1253 394509,53.8445131,-3.0150192
b8689c5a-db84-4065-8cba-b896ac4f1b9c,Subway,+44 1902 672926,52.5424414,-2.1208842
"2345e1c8-a137-44c0-bda1-c3675c94776b",Subway At Spar,+44 1733 234156,52.5485211,-0.2771936
ea966176-6069-4a5c-a511-d3154c168792,Taco Bell,"",52.6358209,-1.1324575
"81bf71cd-6e55-4db2-af4b-aa121dcbd741",Tasty Pizza House,"",51.5154806,-0.2542379
d481cde0-f39c-4d14-a32f-62275263c82b,The Barn Owl,"",51.82088,-2.268657
"10421026-ebc1-4fff-b083-e2e28a7948b2",The Beagle,+44 114 453 8758,53.4332624,-1.484372
"54dcab45-125f-4855-a0e3-b35c7cece23c",The Bell,"",51.463588,-2.587308
"6db1b312-824e-4051-b229-5164df2e2b0f",The Black Boy Inn,"",52.3735191,-2.322844
"8e50d788-0cd9-419f-9905-262dc73c9b36",The Food Pantry,"",51.5660743,0.0721037
"883b5310-372b-442a-9a50-6efe7da73885",The Raj Restaurant,"",52.404484,-0.722186
"8fa91499-78c4-446f-9238-417113b282a3",The Wheatlands Farm,"",54.5950722,-1.0502759
f531721e-7c7d-4fa8-93dc-8e850419479d,Tim Hortons,"",53.4654485,-2.2093173
"0a5274fc-640b-499a-95f9-6f91bb4256dc",Toby Carvery,"",54.8957647,-2.8971055
"9e703145-0a54-45b2-a205-956f30db4d20",Tomi's Kitchen,+44 20 8694 9352,51.4924109,-0.0085019
"2bf1b9aa-16cf-4389-b81d-090d65085951",Tops Pizza,"",,
aa8484ee-d845-41e5-acfb-045b44acd541,Tops Pizza Delivery,"",51.4771647,-0.1458863
de5b96fc-0288-4181-8e23-3e895ee38f87,Wagamama,"",51.2723313,0.1929605
"9c9e8a16-8143-4a7f-bc72-9fee080a3b1e",Wagamama,+44 20 8446 9084,51.620799,-0.1658896
"4aa73b55-0f3d-4e98-aa25-53fe508dda83",Wagamamas,"",51.0790876,-1.3058202
"9a19f416-7c12-4475-b6a0-33218a9aef76",Welcome Break - Starbucks Drive-Thru,+44 116 238 6801,52.62775,-1.1985121
c242eca1-0a45-438e-8d45-dcf0ebe33690,Wenzels,"",51.6835888,-0.3168435
"12d3ac63-40af-470b-ba52-1623dcd4e176",Y H A,"",54.3043967,-2.1858457
a931f1e4-c62e-40be-a583-b524f4ebd6a0,Yakinori Noodle And Bento,"",52.4782855,-1.8991708
e1cd211e-38f3-4093-96b1-1d4f0db60a7a,Yuzu,"",53.9578737,-1.0732135
df9ba793-00a6-4ba7-997f-6a2220d4337f,Zizzi,"",51.8277089,-0.7975471
